# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,
# Thu Jun 13 15:30:11 2019,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# CONSTRAINT:  where (koi_disposition like 'CAN%'),,,,,,,,,,,,,,
# CONSTRAINT:  order by koi_disposition asc,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,,
# COLUMN kepoi_name:     KOI Name,,,,,,,,,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,,,,,,,,,
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days],,,,,,,,,,,,,,
# COLUMN koi_prad:       Planetary Radius [Earth radii],,,,,,,,,,,,,,
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,
# COLUMN koi_teq:        Equilibrium Temperature [K],,,,,,,,,,,,,,
# COLUMN koi_insol:      Insolation Flux [Earth flux],,,,,,,,,,,,,,
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux],,,,,,,,,,,,,,
# COLUMN koi_steff:      Stellar Effective Temperature [K],,,,,,,,,,,,,,
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],,,,,,,,,,,,,,
# COLUMN koi_srad:       Stellar Radius [Solar radii],,,,,,,,,,,,,,
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii],,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
kepid,kepoi_name,koi_period,koi_period_err1,koi_prad,koi_prad_err1,koi_teq,koi_insol,koi_insol_err1,koi_steff,koi_steff_err1,koi_slogg,koi_slogg_err1,koi_srad,koi_srad_err1
3734418,K02261.02,6.6254781,0.0001742,0.9,0.27,828,111.18,101.2,5211,176,4.5,0.07,0.832,0.244
3745559,K03423.01,30.2541186,0.000208,2.8,0.96,660,44.87,45.39,6277,170,4.402,0.056,1.161,0.4
3747817,K04103.02,14.2378417,0.0003188,1.1,0.1,629,37.02,10.57,5273,105,4.566,0.025,0.801,0.072
3748239,K05003.01,112.951287,0.003736,15.19,4.58,783,88.86,73.74,5215,101,3.073,0.352,6.428,1.94
3748855,K06355.01,4.37198905,4.856E-05,0.93,0.27,1085,327.65,269.53,5823,158,4.489,0.062,0.919,0.257
3748855,K06355.02,6.72876606,8.734E-05,1.03,0.42,940,184.66,220.59,5823,159,4.489,0.053,0.919,0.371
3751118,K05004.01,103.363691,0.00227,2,0.95,385,5.19,7.35,5762,155,4.461,0.048,1.022,0.484
3752110,K03142.01,27.9430245,0.0004746,2.21,0.68,718,62.74,57.5,6468,180,4.363,0.062,1.25,0.388
3756264,K03108.01,7.36272124,1.93E-05,1.86,0.49,901,155.72,115.25,5868,140,4.53,0.042,0.894,0.231
3756801,K01206.01,422.917678,0.009327,5.89,2.64,292,1.73,2.32,5796,162,4.12,0.256,1.444,0.648
3758499,K05007.01,14.5168151,0.0002299,1.82,0.42,1030,265.78,188.13,5934,178,3.945,0.44,1.885,0.437
3758499,K05007.02,80.881757,0.003216,2.27,0.52,581,26.91,19.04,5934,178,3.945,0.44,1.885,0.437
3758922,K04853.01,17.7412303,0.0003966,1.14,0.35,684,51.69,44.67,5817,139,4.491,0.052,0.956,0.289
3762750,K07668.01,2.5093344,4.145E-05,1.47,0.45,1483,1143.04,1026.37,6278,174,4.425,0.065,1.081,0.329
3764879,K02141.01,1.306984786,1.413E-06,18.33,5.57,1754,2230.29,2006.05,6102,171,4.457,0.062,1.026,0.312
3765692,K06358.01,3.09383248,2.28E-05,1.32,0.21,998,233.91,126.41,5327,190,4.646,0.032,0.681,0.107
3765917,K04526.02,11.8187288,0.0001148,2.09,0.35,919,168.38,73.59,5803,78,4.211,0.162,1.328,0.222
3765917,K04526.01,30.5392931,0.0004828,2.72,0.46,669,47.46,20.74,5803,78,4.211,0.162,1.328,0.222
3831053,K00388.01,6.14955931,1.211E-05,3.26,0.51,1287,649.26,295.65,5687,114,3.973,0.21,1.775,0.283
3834728,K05009.01,359.98653,0.01209,1.76,0.29,200,0.38,0.19,5171,154,4.626,0.037,0.677,0.11
3848083,K07670.01,8.4795266,0.000354,1.18,0.33,865,132.02,109.18,5841,163,4.52,0.046,0.931,0.26
3848966,K03389.01,29.7681831,0.0007597,3.98,0.73,917,167.51,79.44,5640,76,3.679,0.245,2.916,0.531
3849187,K04780.01,6.60180003,8.971E-05,1.25,0.29,875,138.25,98.33,5591,150,4.559,0.032,0.86,0.207
3852872,K07673.01,80.769893,0.002716,1.87,1.17,475,12.07,24.23,4965,164,3.961,0.605,1.708,1.067
3854496,K06368.01,9.4588054,0.0001645,1.78,0.49,943,187.04,153.75,6247,174,4.433,0.06,1.066,0.296
3859628,K01191.01,8.17242644,2.683E-05,3.29,0.44,858,127.95,45.45,5705,76,4.499,0.045,0.905,0.121
3863877,K05021.01,288.07937,0.003761,3.01,1.24,269,1.25,1.51,5825,152,4.504,0.032,0.965,0.4
3867794,K04685.01,0.494247662,1.744E-06,1.51,0.39,2257,6096.15,4858.15,5763,180,4.484,0.046,0.998,0.26
3934657,K07676.01,5.3694084,0.0001019,0.62,0.19,974,212.68,180.61,5753,138,4.538,0.048,0.869,0.258
3936061,K06372.01,71.008017,0.003061,1.11,0.48,419,7.27,9.38,5847,161,4.526,0.045,0.849,0.368
3937519,K00221.02,5.89661966,4.591E-05,1.28,0.26,1000,237.1,128.71,5392,80,4.314,0.165,1.087,0.224
3937814,K04084.03,8.19619768,6.326E-05,1.55,0.17,851,123.81,38.44,5323,79,4.378,0.126,0.995,0.111
3937814,K04084.02,10.72900793,5.608E-05,1.78,0.6,722,64.33,65.8,5375,167,4.541,0.027,0.876,0.296
3940418,K00810.01,4.783002698,5.432E-06,2.5,0.34,886,145.48,66.39,5170,155,4.574,0.026,0.807,0.111
3942446,K01193.01,119.0624882,0.0001479,10.4,2.82,366,4.26,3.51,5697,173,4.392,0.171,0.92,0.25
3955444,K05027.01,62.312419,0.001246,6.15,2.65,838,116.69,144.6,4999,112,3.243,0.329,5.615,2.423
3962440,K01208.01,700.00298217,0,6.43,3.55,238,0.76,1.27,6487,164,4.397,0.06,1.118,0.617
3965201,K07546.01,44.113873,0.001449,4.9,0.88,1158,424.45,238.17,7854,227,3.669,0.258,3.462,0.624
3967326,K02084.01,4.19577385,1.568E-05,3.02,0.98,1047,283.78,289.09,5229,183,4.378,0.16,1.005,0.328
3968809,K05030.01,411.8969,0.01427,2.61,1.3,279,1.43,2.1,6362,154,4.408,0.058,1.144,0.569
3972432,K06375.01,2.90805147,5.232E-05,0.97,0.28,1220,523.63,446.86,5889,142,4.543,0.037,0.869,0.259
3974928,K05033.01,127.671711,0.00219,5.52,4.12,519,17.13,40.12,4985,118,3.534,0.198,2.633,1.961
4047631,K02519.01,4.790912471,7.96E-06,2.25,0.07,717,62.51,8.83,4359,78,4.601,0.045,0.676,0.021
4048898,K07678.01,13.0914878,0.0001284,0.79,0.12,892,149.52,62.33,5919,71,4.238,0.156,1.288,0.209
4049901,K02295.01,16.2908527,0.0001407,0.52,0.05,622,35.48,10.27,5425,108,4.549,0.039,0.797,0.073
4054784,K07679.01,1.8679943,1.022E-05,0.7,0.14,1291,658.77,421.7,5487,147,4.568,0.038,0.815,0.175
4055765,K00100.01,9.9664004,1.22E-05,16.89,2.15,1578,1466.1,534.35,6638,120,3.664,0.195,3.079,0.391
4060229,K04570.01,35.0175053,0.0003215,2.13,0.33,617,34.32,13.62,5944,71,4.293,0.156,1.123,0.173
4061149,K01201.01,2.757584622,6.935E-06,1.01,0.11,615,33.79,10.93,3683,73,4.84,0.05,0.424,0.045
4067925,K03066.01,24.2204192,0.000194,2.1,0.33,505,15.43,8.06,5165,170,4.599,0.026,0.761,0.119
4071638,K05037.01,349.58811,0.01254,134.79,38.48,1351,787.87,626.72,3860,81,0.949,0.03,74.32,21.213
4072271,K07680.01,219.20579,0.01466,2.66,0.85,456,10.18,9.55,6990,194,4.115,0.148,1.785,0.567
4072955,K03041.01,5.08288076,3.327E-05,1.15,0.35,1183,462.96,425.58,6217,169,4.375,0.105,1.083,0.339
4073017,K07681.01,6.05552018,6.367E-05,0.92,0.17,844,119.89,69.41,5352,159,4.585,0.024,0.805,0.149
4074736,K01328.01,80.9669561,0.0001212,5.04,1.03,364,4.14,2.62,5611,168,4.61,0.04,0.737,0.151
4075067,K03777.01,17.7476059,0.0003751,146.63,14.23,1998,3768.37,1378.8,8992,289,3.535,0.56,4.832,0.469
4076061,K06384.01,566.28176,0.03469,2.79,1.07,203,0.4,0.48,5829,193,4.575,0.031,0.802,0.309
4077526,K01336.04,4.45814897,2.897E-05,1.61,0.52,1212,511.6,502.96,6100,193,4.376,0.105,1.083,0.35
4078157,K01319.02,142.685885,0.007164,2.76,1.17,319,2.43,3.22,5767,197,4.57,0.034,0.799,0.339
4078311,K04166.01,9.84262076,3.528E-05,2.41,0.58,801,97.62,72.68,5585,175,4.49,0.044,0.972,0.235
4135912,K05040.01,29.6094263,0.0003066,2.87,0.53,789,91.56,44.1,6079,79,4.059,0.174,1.783,0.332
4139254,K06108.01,485.92297,0.01167,1.07,0.47,225,0.61,0.79,5551,159,4.386,0.143,0.957,0.412
4140813,K02117.01,13.36019864,5.956E-05,1.84,0.13,520,17.3,4.76,4500,123,4.638,0.018,0.688,0.048
4141593,K07685.02,33.502923,0.001041,1.08,0.3,645,40.79,34.15,5999,163,4.263,0.22,1.177,0.335
4141593,K07685.01,64.740274,0.001485,1.35,0.39,518,16.96,14.2,5999,163,4.263,0.22,1.177,0.335
4147444,K03880.01,1.803697292,4.002E-06,1,0.3,1783,2385.75,2161.97,6438,181,4.33,0.108,1.166,0.357
4149450,K01864.01,3.215109385,7.879E-06,1.54,0.19,1155,421.21,151.7,5541,100,4.472,0.056,0.934,0.117
4150972,K05044.01,161.537665,0.005426,1.37,0.78,400,6.04,10.57,6033,176,4.218,0.18,1.358,0.768
4157325,K01860.03,3.07644709,1.038E-05,1.61,0.23,1253,583.25,244.51,5670,114,4.397,0.095,1.022,0.148
4157325,K01860.04,24.8434837,0.0004281,1.58,0.23,625,35.97,15.07,5670,114,4.397,0.095,1.022,0.148
4164511,K05046.01,40.9882124,0.0006804,1.44,0.57,657,43.98,49.81,6705,159,4.328,0.099,1.174,0.462
4164922,K03864.01,1.210693626,1.592E-06,0.99,0.05,1351,784.51,154.33,5014,100,4.559,0.044,0.756,0.039
4164922,K03864.02,18.2572722,0.0001081,0.94,0.05,547,21.16,4.16,5014,100,4.559,0.044,0.756,0.039
4172013,K02386.01,16.2707207,0.0002229,28.42,4.68,827,110.79,47.43,6117,79,4.315,0.084,1.244,0.205
4172746,K02531.01,17.6997392,0.000108,1.96,0.17,523,17.73,6.18,4807,172,4.583,0.041,0.742,0.061
4172805,K04427.01,147.661729,0.001501,1.59,0.12,176,0.23,0.06,3788,76,4.774,0.036,0.49,0.037
4173026,K02172.02,116.583183,0.002231,2.91,0.83,371,4.47,3.76,5738,156,4.426,0.101,0.981,0.281
4173026,K02172.01,10.44087398,5.113E-05,3.41,0.98,829,111.52,93.94,5738,156,4.426,0.101,0.981,0.281
4178389,K00185.01,23.210509958,2.125E-06,21.19,5.53,595,29.69,22.9,5875,161,4.572,0.033,0.809,0.211
4241238,K05048.01,138.333748,0.00169,6.28,4.32,488,13.45,28.94,4948,126,3.588,0.168,2.547,1.753
4242147,K01934.01,28.78270955,9.174E-05,2.11,0.09,443,9.09,1.53,4774,86,4.58,0.03,0.745,0.032
4248120,K02216.01,23.34036251,9.674E-05,2.21,0.53,601,30.94,22.86,5530,165,4.425,0.153,0.892,0.217
4249611,K02821.01,79.2450351,0.0009309,3.33,0.92,404,6.33,5.28,5648,169,4.464,0.094,0.917,0.254
4252322,K00396.01,14.591504451,8.901E-06,36.85,9.97,879,140.82,112.03,5940,160,4.199,0.246,1.312,0.355
4252671,K07687.01,23.266633,0.0004217,2.66,0.47,1156,422.77,188.54,5758,68,3.456,0.224,3.775,0.659
4255944,K06111.01,228.65412,0.006342,3.63,1.27,521,17.44,18.26,6845,203,3.849,0.251,2.674,0.935
4262040,K03202.01,92.461135,0.001057,2.86,0.55,564,23.91,11.96,5132,69,3.675,0.12,2.648,0.51
4263529,K03358.01,10.10404351,1.043E-05,4.05,0.91,752,75.32,50.39,5530,149,4.541,0.05,0.831,0.187
4270799,K04810.01,115.238544,0.002522,3.17,0.47,372,4.52,1.75,5589,75,4.384,0.099,1.037,0.152
4274071,K06399.01,6.76890076,7.379E-05,1.24,0.34,1017,253.3,204.89,5737,154,4.327,0.153,1.125,0.31
4274548,K01331.01,6.80082032,2.28E-05,1.88,0.23,697,55.83,24.87,4805,172,4.633,0.027,0.688,0.083
4276716,K01619.01,20.6654374,0.0001785,0.66,0.03,487,13.35,2.41,4830,96,4.605,0.042,0.676,0.03
4277304,K04774.01,51.567801,0.0006141,1.3,0.24,433,8.3,5.03,5285,185,4.467,0.104,0.876,0.16
4282390,K06401.01,1.96134311,1.126E-05,41.53,7.99,2167,5197.02,2550.73,6221,74,3.935,0.18,2.198,0.423
4346339,K05057.01,493.74242,0.01035,7.15,4.37,358,3.9,7.2,5015,116,3.429,0.203,3.243,1.984
4349442,K01803.01,4.539297295,,2.34,0.14,830,112.09,24.76,4914,98,4.61,0.018,0.724,0.045
4365645,K01738.01,4.16787814,1.073E-05,1.07,0.1,962,202.48,51.07,5251,73,4.541,0.028,0.847,0.075
4366323,K03258.01,40.3511707,0.0004021,1.88,0.38,479,12.46,7.57,5665,152,4.568,0.036,0.82,0.166
4367854,K02876.01,5.1952021,1.808E-05,1.37,0.13,836,115.35,41.01,5044,151,4.551,0.078,0.738,0.072
4372620,K06409.01,19.9310602,0.0003993,2.42,1.09,960,201.01,275.5,5500,173,3.775,0.517,2.491,1.114
4384909,K07693.01,6.41097179,8.073E-05,1.4,0.32,886,146.16,105.35,5383,180,4.486,0.055,0.933,0.213
4385148,K02942.01,13.84301228,9.079E-05,1.98,0.5,699,56.45,43.35,5745,181,4.559,0.042,0.837,0.209
4385148,K02942.02,24.2758992,0.0002426,2.25,0.56,580,26.68,20.49,5745,181,4.559,0.042,0.837,0.209
4446859,K08246.01,425.64971,0.02019,1.58,0.45,281,1.48,1.27,6067,182,4.253,0.22,1.195,0.342
4450844,K03168.01,56.3479517,0.0009519,1.06,0.04,586,27.97,3.68,5843,78,4.086,0.012,1.471,0.053
4458082,K02303.02,8.93484887,9.707E-05,1.83,0.64,1124,377.25,391.78,6688,187,4.304,0.075,1.347,0.473
4466677,K01338.03,21.0112068,0.0002907,1.4,0.38,663,45.79,36.61,5823,157,4.427,0.101,0.96,0.261
4466677,K01338.02,42.0370662,0.0004278,1.66,0.45,527,18.16,14.52,5823,157,4.427,0.101,0.96,0.261
4471313,K05066.01,110.089267,0.002362,2.4,0.83,322,2.54,2.84,5465,214,4.6,0.031,0.75,0.261
4471747,K01656.01,51.3901452,0.0006219,3.62,0.63,570,24.98,11.29,6074,81,4.284,0.103,1.292,0.224
4472818,K03878.02,15.3573445,0.0001061,1.42,0.22,729,66.65,26.33,5818,78,4.464,0.04,0.986,0.148
4473226,K02229.01,14.83340944,8.043E-05,2.54,0.31,694,54.74,17.87,5570,74,4.471,0.064,0.904,0.11
4474462,K04452.01,12.85755895,9.503E-05,1.23,0.19,860,129.15,52.29,5860,79,4.276,0.162,1.156,0.178
4478142,K05067.01,219.931324,0.0067,2.3,0.29,279,1.43,0.49,5557,75,4.5,0.038,0.912,0.116
4478168,K00626.02,8.0292018,8.295E-05,0.99,0.16,1040,276.27,125.14,6063,121,4.29,0.137,1.191,0.189
4484179,K05068.01,385.29212,0.01484,1.57,0.52,290,1.68,1.62,6440,171,4.355,0.126,1.053,0.347
4484336,K02547.01,8.94337724,4.416E-05,1.48,0.4,946,188.93,153.04,6074,181,4.375,0.149,1.005,0.27
4544670,K00815.01,34.84398644,4.036E-05,7.61,1.72,511,16.1,11.1,5509,166,4.482,0.081,0.871,0.196
4545570,K04506.01,5.60473115,5.104E-05,1.11,0.19,866,132.98,71.42,5401,159,4.593,0.035,0.777,0.132
4547603,K02855.01,1.400755743,3.276E-06,1.3,0.19,1628,1659.74,651.35,5487,82,4.333,0.143,1.072,0.156
4548011,K04288.04,13.9509565,0.0001968,0.75,0.12,849,122.88,57.26,5888,105,4.275,0.144,1.227,0.207
4548011,K04288.02,9.08745206,8.194E-05,0.73,0.12,980,217.95,101.55,5888,105,4.275,0.144,1.227,0.207
4548098,K04157.01,3.82315697,4.481E-05,0.77,0.14,1282,638.38,312.98,6202,99,4.422,0.026,1.122,0.205
4548098,K04157.02,5.215752,0.003854,0.83,0.15,1156,422.67,207.23,6202,99,4.422,0.026,1.122,0.205
4552729,K02691.01,97.4463194,0.000286,3.05,0.28,283,1.52,0.57,4735,170,4.627,0.032,0.686,0.063
4566848,K05071.01,180.4118581,0.0007335,8.86,2.6,329,2.77,2.47,6032,189,4.485,0.05,0.973,0.285
4567118,K06425.01,521.10826,0.04224,1.5,0.57,231,0.68,0.76,5942,165,4.432,0.093,0.947,0.361
4571844,K04353.01,17.8075656,0.0008324,3.92,1.2,742,71.56,66.53,6194,197,4.45,0.07,0.981,0.299
4572728,K08249.01,309.191789,0.007943,1.96,0.4,383,5.08,3.14,6299,174,3.99,0.253,1.754,0.358
4587135,K04680.01,54.0812235,0.0009413,1.54,0.37,431,8.19,5.76,5757,155,4.597,0.036,0.762,0.181
4638237,K03811.01,290.1401717,0.0002616,11.58,1.84,304,2.02,0.85,5631,84,4.212,0.188,1.263,0.2
4645174,K03437.02,34.7496038,0.0005627,3.51,0.53,702,57.44,21.95,5849,70,4.076,0.182,1.601,0.237
4650733,K01659.01,29.5390897,0.000198,2.51,0.79,714,61.49,55.58,6572,160,4.365,0.065,1.238,0.39
4665571,K02393.01,4.60300256,1.753E-05,1.32,0.05,848,122.02,17.28,4821,76,4.529,0.06,0.788,0.028
4665571,K02393.02,0.766691517,1.273E-06,1.22,0.05,1541,1334.22,188.87,4821,76,4.529,0.06,0.788,0.028
4670217,K02560.01,18.1209388,0.0001799,1.68,0.14,543,20.58,7.11,4905,178,4.536,0.072,0.774,0.062
4670361,K07700.01,631.56889,0.01334,3.13,0.98,237,0.75,0.69,6382,170,4.432,0.065,1.059,0.333
4673628,K04056.01,3.951383138,6.251E-06,23.51,5.67,1083,324.78,238.09,5570,166,4.458,0.104,0.899,0.217
4676964,K03069.01,43.1024434,0.0007115,1.88,0.52,539,19.96,16.91,5741,171,4.365,0.108,1.097,0.309
4735826,K03184.01,7.545922037,,0.68,0.11,1084,326.67,155.97,5788,115,4.178,0.176,1.376,0.232
4735826,K03184.03,4.02018903,3.259E-05,0.6,0.11,1337,754.66,360.31,5788,115,4.178,0.176,1.376,0.232
4736569,K01996.02,7.07394528,6.358E-05,0.84,0.06,647,41.43,12.76,4777,167,4.689,0.048,0.561,0.038
4737848,K05079.01,56.001782,0.0006042,1.54,0.7,584,27.51,37.53,6116,165,4.178,0.224,1.332,0.61
4739229,K06118.02,4.66185924,3.804E-05,1.16,0.73,1610,1590.18,3136.08,7081,193,4.16,0.129,1.619,1.026
4739229,K06118.01,571.280892,0.005583,3.65,2.31,324,2.62,5.15,7081,193,4.16,0.129,1.619,1.026
4742188,K07703.01,413.51856,0.01904,1.96,0.61,254,0.98,0.92,6031,180,4.45,0.07,0.992,0.311
4742420,K06120.01,90.097375,0.002806,1.7,0.55,430,8.05,8.01,6116,190,4.444,0.07,1.008,0.331
4742420,K06120.02,205.41415,0.01182,1.67,0.74,323,2.58,3.36,6123,164,4.465,0.05,0.991,0.435
4742452,K07704.01,5.4398033,0.0001046,1,0.32,1112,361.47,354.86,6108,190,4.43,0.054,1.08,0.35
4750669,K04649.01,3.38419892,2.486E-05,1.2,0.27,1074,313.79,213.58,5613,152,4.581,0.038,0.795,0.182
4750962,K05083.01,69.932459,0.001099,8.25,0.63,812,102.62,32.94,5207,174,3.298,0.032,5.183,0.395
4758350,K06447.02,91.649983,0.003181,2.27,1.27,568,24.57,41.53,6705,164,4.145,0.164,1.608,0.905
4760746,K01455.01,15.068060768,5.68E-06,16.43,4.62,742,71.78,61.67,5982,189,4.493,0.048,0.96,0.27
4760959,K06449.01,29.9315174,0.000702,1.58,0.59,517,16.9,18.98,5551,172,4.57,0.029,0.809,0.3
4761427,K05085.01,327.063,0.01666,2.82,1.06,248,0.89,1,5750,166,4.538,0.028,0.882,0.331
4762283,K07706.01,42.049523793,,1.19,0.08,303,2,0.55,4281,115,4.761,0.077,0.48,0.034
4764969,K06450.01,0.602277579,8.683E-06,0.78,0.29,2699,12545.82,13176.69,6510,162,4.256,0.162,1.228,0.446
4770174,K02971.01,6.09595681,6.131E-05,1.26,0.23,1259,593.42,288.45,6313,113,4.228,0.084,1.467,0.259
4770174,K02971.02,31.9533679,0.0006667,1.65,0.29,725,65.15,31.66,6313,113,4.228,0.084,1.467,0.259
4770365,K01475.03,4.72941177,3.075E-05,1.22,0.05,669,47.3,8.56,4224,84,4.662,0.025,0.603,0.027
4770365,K01475.01,1.609321941,3.044E-06,1.57,0.07,958,199.28,36.07,4224,84,4.662,0.025,0.603,0.027
4770365,K01475.02,9.51220046,3.21E-05,1.99,0.08,530,18.66,3.38,4224,84,4.662,0.025,0.603,0.027
4770617,K02243.03,31.4452709,0.0001698,4.55,0.93,721,63.78,33.3,6172,74,4.198,0.13,1.471,0.301
4770798,K05087.01,651.07431,0.01577,1.55,0.59,234,0.71,0.81,5696,156,4.218,0.207,1.261,0.482
4773392,K04367.01,170.995748,0.00123,4.9,0.83,463,10.86,4.73,6127,73,3.991,0.188,1.983,0.337
4813750,K05088.01,49.1782244,0.0008315,1.79,0.37,468,11.32,7.32,5674,170,4.473,0.121,0.839,0.176
4813793,K07708.01,6.70242786,4.336E-05,1.82,0.58,1367,827.56,780.25,5466,163,3.735,0.175,2.224,0.699
4814502,K04004.01,4.94330596,1.53E-05,1.41,0.19,1058,296.74,109.95,5661,76,4.415,0.076,1.008,0.141
4820550,K03823.01,202.1168173,0.0005442,5.8,0.72,286,1.59,0.53,5536,74,4.498,0.038,0.917,0.115
4830605,K01660.01,35.6364022,0.0003715,1.99,0.48,537,19.62,14.12,5926,160,4.532,0.042,0.887,0.216
4830859,K06454.01,27.2173855,0.000589,1.34,0.5,667,46.8,51.79,6263,179,4.404,0.087,1.019,0.379
4831728,K02739.02,7.0956395,0.0001189,1.2,0.19,989,225.73,98.1,5480,82,4.26,0.18,1.174,0.191
4832837,K00605.02,5.06546874,4.525E-05,0.62,0.08,592,29.01,20.32,3939,297,4.705,0.078,0.557,0.071
4833409,K05092.01,271.790292,0.002987,2.38,1.32,354,3.72,6.24,6484,167,4.258,0.136,1.32,0.734
4840672,K04813.01,9.2294726,0.0001382,0.82,0.08,601,30.83,11.79,4781,168,4.679,0.036,0.596,0.058
4844367,K04498.01,17.1622587,0.0002452,22.42,2.72,674,48.86,15.96,5729,77,4.509,0.024,0.939,0.114
4844470,K03469.01,60.532988,0.0004557,1.91,0.53,420,7.36,6.01,5631,152,4.557,0.035,0.847,0.235
4846856,K02900.01,46.151253,0.0003746,2.08,0.28,423,7.59,3.55,5204,168,4.525,0.095,0.769,0.105
4851530,K01884.02,4.77502117,1.784E-05,1.73,0.24,926,174.23,85.8,5275,184,4.505,0.104,0.796,0.112
4851530,K01884.01,23.11707222,4.917E-05,4.37,0.62,548,21.26,10.47,5275,184,4.505,0.104,0.796,0.112
4857058,K03061.02,77.915425,0.002543,1.17,0.06,367,4.28,0.81,5135,84,4.464,0.084,0.874,0.048
4857058,K03061.01,7.32851947,2.311E-05,2.33,0.13,807,100.13,18.77,5135,84,4.464,0.084,0.874,0.048
4857213,K02120.01,8.77425786,2.931E-05,1.75,0.53,771,83.63,76.88,5146,154,4.445,0.1,0.905,0.277
4860678,K01602.02,3.03359398,3.558E-05,1.55,0.25,1529,1294.06,544.64,5557,83,4.037,0.21,1.616,0.254
4860678,K01602.01,9.97716876,8.015E-05,2.53,0.4,1028,263.89,111.06,5557,83,4.037,0.21,1.616,0.254
4862625,K06464.03,541.742985,0.006839,3.39,0.97,248,0.9,0.73,6373,151,4.438,0.062,1.047,0.298
4862924,K07554.01,482.62011,0.03127,1.98,1.02,263,1.12,1.72,6315,167,4.389,0.071,1.095,0.558
4902202,K04717.01,216.456055,0.005292,3.61,0.53,320,2.48,0.97,5645,76,4.299,0.137,1.155,0.17
4912650,K05098.01,100.345648,0.001295,1.57,0.11,325,2.62,0.61,5180,103,4.548,0.041,0.8,0.054
4914221,K05099.01,111.187116,0.002496,1.51,0.53,440,8.86,9.23,5806,155,4.168,0.26,1.281,0.456
4915582,K05101.01,436.18813,0.0255,1.64,0.7,331,2.84,3.55,6499,174,4.084,0.261,1.497,0.635
4918303,K05104.01,21.1579573,0.0003502,1.63,0.45,682,51.22,43.53,6063,190,4.476,0.05,1.012,0.282
4918309,K01582.01,186.4361811,0.000489,11.32,1.8,353,3.66,1.55,5393,80,4.132,0.28,1.37,0.218
4919550,K04766.01,5.56676609,3.035E-05,1.12,0.06,859,128.51,21.75,5032,80,4.479,0.077,0.859,0.041
4932442,K01665.02,5.91393977,4.933E-05,1.07,0.55,1112,361,551.09,6194,155,4.415,0.053,1.129,0.579
4935172,K02962.01,2.17291055,1.396E-05,0.93,0.3,1507,1220.49,1174.83,6164,171,4.446,0.054,1.045,0.341
4936180,K00820.01,4.64090031,1.485E-05,30.09,5.79,1155,421.08,257.38,6463,205,4.5,0.087,0.826,0.159
4939265,K06475.01,4.84505985,3.19E-05,1.54,0.03,723,64.57,7.45,4337,77,4.581,0.045,0.714,0.014
4939533,K02899.01,5.77207177,4.134E-05,1.54,0.31,915,165.58,100.33,5591,149,4.559,0.036,0.86,0.174
4940203,K07711.01,302.779824,0.009594,1.31,0.34,246,0.87,0.66,5734,154,4.572,0.042,0.797,0.207
4940376,K05107.01,169.330666,0.002482,16.68,1.17,698,56.11,12.84,5106,90,3.006,0.033,7.052,0.497
4945764,K04377.01,19.8751355,0.0002829,2.49,0.51,1061,299.47,154.58,6918,72,4.021,0.148,2.004,0.413
4947556,K03936.02,13.0267964,4.361E-05,2.08,0.2,643,40.51,14.47,5083,152,4.512,0.063,0.844,0.083
4947556,K03936.01,141.608555,0.0007182,2.98,0.29,290,1.68,0.6,5083,152,4.512,0.063,0.844,0.083
4951877,K00501.01,24.7962801,0.0001067,2.7,0.45,664,45.92,19.92,5770,78,4.333,0.11,1.141,0.189
4953173,K04676.01,31.183688,0.001229,3.21,0.82,876,139.27,111.49,5947,196,3.814,0.389,2.407,0.62
4953262,K05110.01,105.5904748,0.0009082,8.16,0.93,670,47.59,14.87,4869,68,3.193,0.03,4.383,0.501
4995716,K06484.01,16.1191449,0.0003382,1.34,0.51,619,34.7,43.4,5319,223,4.514,0.082,0.783,0.299
4996057,K07712.01,4.8302364,0.0001295,1.06,0.37,1453,1052.42,1095.16,5086,129,3.678,0.128,2.247,0.806
5003670,K04524.02,4.52628739,5.027E-05,1.02,0.15,1089,332.79,129.27,5700,77,4.434,0.063,1.006,0.148
5003670,K04524.03,3.33930957,2.498E-05,1.2,0.18,1205,498.37,193.59,5700,77,4.434,0.063,1.006,0.148
5003670,K04524.01,7.99144696,6.551E-05,1.53,0.23,901,155.95,60.57,5700,77,4.434,0.063,1.006,0.148
