# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 30 20:29:12 2018
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_rads:        Planet Radius [Solar radii]
# COLUMN pl_radserr1:    Planet Radius Upper Unc. [Solar radii]
# COLUMN pl_radserr2:    Planet Radius Lower Unc. [Solar radii]
# COLUMN pl_radslim:     Planet Radius Limit Flag
# COLUMN pl_disc:        Year of Discovery
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
#
loc_rowid,pl_name,pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_kepflag,pl_nnotes,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_disc,hd_name,hip_name
44,BD+15 2375 b,BD+15 2375,b,Radial Velocity,153.22000000,0.44000000,-0.44000000,0,0.001000,0.250000,-0.001000,0,,,,,1.06100,0.27000,-0.27000,0,,,,,,,,,0,0,774.00,165.00,-165.00,0,10.310,0.023,0,V (Johnson),9.912,,0,4649.00,30.00,-30.00,0,1.08,0.14,-0.14,0,8.95,1.45,-1.45,0,,,,,,,,,,,,,2016,,
45,BD+15 2940 b,BD+15 2940,b,Radial Velocity,137.48000000,0.34000000,-0.34000000,0,0.260000,0.100000,-0.100000,0,,,,,1.11000,,,0,,,,,,,,,0,0,175.44,,,-1,9.046,0.021,0,V (Johnson),8.651,,0,4796.00,117.00,-117.00,0,1.10,0.20,-0.20,0,14.70,2.80,-2.80,0,,,,,,,,,,,,,2013,,HIP 78407
46,BD+20 2457 b,BD+20 2457,b,Radial Velocity,379.63000000,2.00000000,-2.00000000,0,0.150000,0.030000,-0.030000,0,,,,0,55.59000,78.55000,-78.55000,0,,,,0,,,,0,0,0,200.00,,-168.25,0,9.750,,0,V (Johnson),9.120,,0,4259.00,64.00,-64.00,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,55.59000,78.55000,-78.55000,0,,,,0,,,,0,2009,,
47,BD+20 2457 c,BD+20 2457,c,Radial Velocity,621.99000000,10.20000000,-10.20000000,0,0.180000,0.060000,-0.060000,0,,,,,12.47000,,,0,,,,,,,,,0,0,200.00,,-168.25,0,9.750,,0,V (Johnson),9.120,,0,4259.00,64.00,-64.00,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,,,,,,,,,,,,,2009,,
48,BD+20 274 b,BD+20 274,b,Radial Velocity,578.20000000,5.40000000,-5.40000000,0,0.210000,0.060000,-0.060000,0,,,,,4.20000,,,0,,,,,,,,,0,0,,,,,9.360,,0,V (Johnson),8.811,,0,4296.00,10.00,-10.00,0,0.80,0.20,-0.20,0,17.30,0.90,-0.90,0,,,,,,,,,,,,,2012,,
49,BD+20 594 b,BD+20 594,b,Transit,41.68550000,0.00300000,-0.00300000,0,0.000000,,,0,89.550,0.160,-0.160,0,0.07000,0.03000,-0.03000,0,0.230,0.010,-0.010,0,,,,0,0,1,,,,,11.038,0.047,0,V (Johnson),10.794,,0,5766.00,99.00,-99.00,0,1.67,0.40,-0.40,0,1.08,0.06,-0.06,0,0.07000,0.03000,-0.03000,0,2.578,0.112,-0.112,0,0.024,0.001,-0.001,0,2016,,
50,BD+48 738 b,BD+48 738,b,Radial Velocity,392.60000000,5.50000000,-5.50000000,0,0.200000,0.100000,-0.100000,0,,,,,0.91000,,,0,,,,,,,,,0,0,,,,,9.140,,0,V (Johnson),,,,4414.00,15.00,-15.00,0,0.74,0.39,-0.39,0,11.00,1.00,-1.00,0,,,,,,,,,,,,,2011,,
51,BD+48 740 b,BD+48 740,b,Radial Velocity,733.00000000,5.00000000,-8.00000000,0,0.760000,0.050000,-0.090000,0,,,,0,1.70000,0.70000,-0.70000,0,,,,0,,,,0,0,0,751.87,189.33,-189.33,0,8.699,0.015,0,V (Johnson),8.202,,0,4534.00,8.00,-8.00,0,1.09,0.16,-0.16,0,10.33,1.81,-1.81,0,,,,0,,,,0,,,,0,2018,,HIP 12684
52,BD+49 828 b,BD+49 828,b,Radial Velocity,2590.00000000,300.00000000,-180.00000000,0,0.350000,0.240000,-0.100000,0,,,,,1.60000,0.40000,-0.20000,0,,,,,,,,,0,0,,,,,9.380,0.020,0,V (Johnson),8.934,,0,4943.00,30.00,-30.00,0,1.52,0.22,-0.22,0,7.60,1.30,-1.30,0,,,,,,,,,,,,,2015,,
53,BD-06 1339 b,BD-06 1339,b,Radial Velocity,3.87280000,0.00040000,-0.00040000,0,0.000000,,,0,,,,,0.02700,0.00400,-0.00400,0,,,,,,,,,0,0,20.10,0.65,-0.69,0,9.700,0.009,0,V (Johnson),8.999,,0,4324.00,100.00,-100.00,0,0.70,,,0,,,,,,,,,,,,,,,,,2013,,HIP 27803
54,BD-06 1339 c,BD-06 1339,c,Radial Velocity,125.94000000,0.44000000,-0.44000000,0,0.310000,0.110000,-0.110000,0,,,,,0.17000,0.03000,-0.03000,0,,,,,,,,,0,0,20.10,0.65,-0.69,0,9.700,0.009,0,V (Johnson),8.999,,0,4324.00,100.00,-100.00,0,0.70,,,0,,,,,,,,,,,,,,,,,2013,,HIP 27803
55,BD-08 2823 b,BD-08 2823,b,Radial Velocity,5.60000000,0.02000000,-0.02000000,0,0.150000,0.150000,-0.150000,0,,,,0,0.04000,0.01000,-0.01000,0,,,,0,,,,0,0,0,42.09,2.67,-3.06,0,9.880,0.043,0,V (Johnson),9.417,,0,4816.00,114.00,-114.00,0,0.50,0.26,-0.26,0,0.71,0.04,-0.04,0,0.04000,0.01000,-0.01000,0,,,,0,,,,0,2009,,HIP 49067
56,BD-08 2823 c,BD-08 2823,c,Radial Velocity,237.60000000,1.50000000,-1.50000000,0,0.190000,0.090000,-0.090000,0,,,,,0.33000,0.03000,-0.03000,0,,,,,,,,,0,0,42.09,2.67,-3.06,0,9.880,0.043,0,V (Johnson),9.417,,0,4816.00,114.00,-114.00,0,0.50,0.26,-0.26,0,0.71,0.04,-0.04,0,,,,,,,,,,,,,2009,,HIP 49067
57,BD-10 3166 b,BD-10 3166,b,Radial Velocity,3.48777000,0.00011000,-0.00011000,0,0.020000,0.020000,-0.020000,0,,,,0,0.59000,0.07000,-0.07000,0,,,,0,,,,0,0,0,80.00,10.00,-10.00,0,10.080,,0,V (Johnson),9.772,,0,5393.00,44.00,-44.00,0,1.47,0.24,-0.24,0,0.91,0.04,-0.04,0,0.59000,0.07000,-0.07000,0,,,,0,,,,0,2000,,
58,BD-11 4672 b,BD-11 4672,b,Radial Velocity,1667.00000000,33.00000000,-31.00000000,0,0.050000,0.060000,-0.040000,0,,,,,0.53000,0.05000,-0.05000,0,,,,,,,,,0,0,27.30,,,0,9.990,,0,V (Johnson),9.379,,0,4475.00,100.00,-100.00,0,0.57,0.01,-0.01,0,0.52,0.02,-0.02,0,,,,,,,,,,,,,2014,,HIP 90979
59,BD-13 2130 b,BD-13 2130,b,Radial Velocity,714.29999000,5.30000000,-5.30000000,0,0.210000,0.070000,-0.070000,0,,,,0,9.78000,4.56000,-4.56000,0,,,,0,,,,0,0,0,766.00,,,0,9.450,,0,V (Johnson),9.600,,0,4545.00,71.00,-71.00,0,2.12,1.47,-1.47,0,19.17,4.96,-4.96,0,9.78000,4.56000,-4.56000,0,,,,0,,,,0,2007,,
60,BD-17 63 b,BD-17 63,b,Radial Velocity,655.59998000,0.60000000,-0.60000000,0,0.540000,0.000000,0.000000,0,,,,0,2.85000,1.16000,-1.16000,0,,,,0,,,,0,0,0,37.54,1.87,-2.08,0,9.566,0.024,0,V (Johnson),9.111,,0,4665.00,120.00,-120.00,0,0.31,0.19,-0.19,0,0.74,0.04,-0.04,0,2.85000,1.16000,-1.16000,0,,,,0,,,,0,2008,,HIP 2247
61,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,b,Imaging,10037.50000000,2737.50000000,-2737.50000000,0,,,,,,,,,10.50000,4.50000,-4.50000,0,,,,,,,,,0,1,23.10,2.40,-2.40,0,,,,,,,,580.50,24.50,-24.50,0,0.02,0.01,-0.01,0,,,,,10.50000,4.50000,-4.50000,0,,,,,,,,,2011,,
62,CHXR 73 b,CHXR 73,b,Imaging,,,,,,,,,,,,,12.56900,8.37900,-5.23700,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,0.35,,,0,,,,,12.56900,8.37900,-5.23700,0,,,,,,,,,2006,,
63,CT Cha b,CT Cha,b,Imaging,,,,,,,,,,,,,17.00000,6.00000,-6.00000,0,2.200,0.810,-0.600,0,,,,,0,0,165.00,30.00,-30.00,0,,,,,,,,,,,,,,,,,,,,17.00000,6.00000,-6.00000,0,24.660,9.080,-6.730,0,0.226,0.083,-0.062,0,2007,,
64,CoRoT-1 b,CoRoT-1,b,Transit,1.50895570,0.00000640,-0.00000640,0,0.000000,,,0,85.100,0.500,-0.500,0,1.03000,0.12000,-0.12000,0,1.490,0.080,-0.080,0,0.38000,0.05000,-0.05000,0,0,0,,,,,13.600,,0,V (Johnson),,,,5950.00,150.00,-150.00,0,0.95,0.15,-0.15,0,1.11,0.05,-0.05,0,1.03000,0.12000,-0.12000,0,16.700,0.900,-0.900,0,0.153,0.008,-0.008,0,2008,,
65,CoRoT-10 b,CoRoT-10,b,Transit,13.24060000,0.00020000,-0.00020000,0,0.530000,0.040000,-0.040000,0,88.550,0.200,-0.200,0,2.75000,0.16000,-0.16000,0,0.970,0.070,-0.070,0,3.70000,0.83000,-0.83000,0,0,0,345.00,70.00,-70.00,0,15.220,0.050,0,V (Johnson),,,,5075.00,75.00,-75.00,0,0.89,0.05,-0.05,0,0.79,0.05,-0.05,0,2.75000,0.16000,-0.16000,0,10.870,0.780,-0.780,0,0.100,0.007,-0.007,0,2010,,
66,CoRoT-11 b,CoRoT-11,b,Transit,2.99433000,0.00001100,-0.00001100,0,0.000000,,,0,83.170,0.150,-0.150,0,2.33000,0.34000,-0.34000,0,1.430,0.030,-0.030,0,0.99000,0.15000,-0.15000,0,0,0,560.00,30.00,-30.00,0,,,,,,,,6440.00,120.00,-120.00,0,1.27,0.05,-0.05,0,1.37,0.03,-0.03,0,2.33000,0.34000,-0.34000,0,16.030,0.340,-0.340,0,0.147,0.003,-0.003,0,2010,,
67,CoRoT-12 b,CoRoT-12,b,Transit,2.82804200,0.00001300,-0.00001300,0,0.070000,0.063000,-0.042000,0,85.480,0.720,-0.770,0,0.91700,0.07000,-0.06500,0,1.440,0.130,-0.130,0,0.41100,0.12900,-0.09400,0,0,0,1150.00,85.00,-85.00,0,15.515,0.052,0,V (Johnson),,,,5675.00,80.00,-80.00,0,1.08,0.08,-0.07,0,1.12,0.10,-0.09,0,0.91700,0.07000,-0.06500,0,16.140,1.460,-1.460,0,0.148,0.013,-0.013,0,2010,,
68,CoRoT-13 b,CoRoT-13,b,Transit,4.03519000,0.00003000,-0.00003000,0,0.000000,,,0,88.020,0.340,-0.360,0,1.30800,0.06600,-0.06600,0,0.885,0.014,-0.014,0,2.34000,0.23000,-0.23000,0,0,0,1060.00,100.00,-100.00,0,15.039,0.041,0,V (Johnson),,,,5945.00,90.00,-90.00,0,1.09,0.02,-0.02,0,1.01,0.03,-0.03,0,1.30800,0.06600,-0.06600,0,9.920,0.157,-0.157,0,0.091,0.001,-0.001,0,2010,,
69,CoRoT-14 b,CoRoT-14,b,Transit,1.51214000,0.00013000,-0.00013000,0,0.000000,,,0,79.600,0.800,-0.800,0,7.60000,0.60000,-0.60000,0,1.090,0.070,-0.070,0,7.30000,1.50000,-1.50000,0,0,0,1340.00,110.00,-110.00,0,16.033,0.070,0,V (Johnson),,,,6035.00,100.00,-100.00,0,1.13,0.09,-0.09,0,1.21,0.08,-0.08,0,7.60000,0.60000,-0.60000,0,12.220,0.780,-0.780,0,0.112,0.007,-0.007,0,2010,,
70,CoRoT-16 b,CoRoT-16,b,Transit,5.35227000,0.00020000,-0.00020000,0,0.330000,0.090000,-0.100000,0,85.010,0.940,-1.200,0,0.53500,0.08500,-0.08300,0,1.170,0.160,-0.140,0,0.44000,0.21000,-0.14000,0,0,0,840.00,90.00,-90.00,0,15.630,,0,V (Johnson),,,,5650.00,100.00,-100.00,0,1.10,0.08,-0.08,0,1.19,0.14,-0.13,0,0.53500,0.08500,-0.08300,0,13.110,1.790,-1.570,0,0.120,0.016,-0.014,0,2011,,
71,CoRoT-17 b,CoRoT-17,b,Transit,3.76810000,0.00030000,-0.00030000,0,0.000000,,,0,88.340,1.540,-1.540,0,2.43000,0.30000,-0.30000,0,1.020,0.070,-0.070,0,2.82000,0.38000,-0.38000,0,0,0,920.00,50.00,-50.00,0,15.460,,0,V (Johnson),,,,5740.00,80.00,-80.00,0,1.04,0.10,-0.10,0,1.59,0.07,-0.07,0,2.43000,0.30000,-0.30000,0,11.430,0.780,-0.780,0,0.105,0.007,-0.007,0,2011,,
72,CoRoT-18 b,CoRoT-18,b,Transit,1.90006930,0.00000280,-0.00000280,0,0.080000,,,1,86.500,1.400,-0.900,0,3.47000,0.38000,-0.38000,0,1.310,0.180,-0.180,0,2.20000,0.80000,-0.80000,0,0,0,870.00,90.00,-90.00,0,15.000,0.100,0,V (Johnson),,,,5440.00,100.00,-100.00,0,0.95,0.15,-0.15,0,1.00,0.13,-0.13,0,3.47000,0.38000,-0.38000,0,14.680,2.020,-2.020,0,0.135,0.019,-0.019,0,2011,,
73,CoRoT-19 b,CoRoT-19,b,Transit,3.89713000,0.00002000,-0.00002000,0,0.047000,0.045000,-0.045000,0,88.000,0.700,-0.700,0,1.11000,0.06000,-0.06000,0,1.290,0.030,-0.030,0,0.71000,0.06000,-0.06000,0,0,0,770.00,160.00,-160.00,0,14.007,,0,V (Johnson),,,,6090.00,70.00,-70.00,0,1.21,0.05,-0.05,0,1.65,0.04,-0.04,0,1.11000,0.06000,-0.06000,0,14.460,0.340,-0.340,0,0.133,0.003,-0.003,0,2011,,
74,CoRoT-2 b,CoRoT-2,b,Transit,1.74299350,0.00000100,-0.00000100,0,0.014300,0.007700,-0.007600,0,88.080,0.180,-0.160,0,3.47000,0.22000,-0.22000,0,1.466,0.042,-0.044,0,1.47000,0.08000,-0.07400,0,0,1,200.00,,,0,12.570,,0,V (Johnson),,,,5625.00,120.00,-120.00,0,0.96,0.08,-0.08,0,0.91,0.03,-0.03,0,3.47000,0.22000,-0.22000,0,16.432,0.471,-0.493,0,0.151,0.004,-0.004,0,2008,,
75,CoRoT-20 b,CoRoT-20,b,Transit,9.24285000,0.00030000,-0.00030000,0,0.562000,0.013000,-0.013000,0,88.210,0.530,-0.530,0,4.24000,0.23000,-0.23000,0,0.840,0.040,-0.040,0,8.87000,1.10000,-1.10000,0,0,1,1230.00,120.00,-120.00,0,14.660,,0,V (Johnson),,,,5880.00,90.00,-90.00,0,1.14,0.08,-0.08,0,1.02,0.05,-0.05,0,4.24000,0.23000,-0.23000,0,9.420,0.450,-0.450,0,0.086,0.004,-0.004,0,2011,,
76,CoRoT-22 b,CoRoT-22,b,Transit,9.75598000,0.00011000,-0.00011000,0,0.077000,0.300000,-0.042000,0,89.749,0.032,-0.900,0,0.03800,0.04400,-0.02800,0,0.435,0.015,-0.035,0,0.24900,1.00000,-0.09700,0,0,0,592.00,25.00,-42.00,0,13.944,0.083,0,V (Johnson),,,,5939.00,54.00,-120.00,0,1.10,0.05,-0.05,0,1.14,0.04,-0.09,0,0.03800,0.04400,-0.02800,0,4.880,0.170,-0.390,0,0.045,0.002,-0.004,0,2014,,
77,CoRoT-23 b,CoRoT-23,b,Transit,3.63130000,0.00010000,-0.00010000,0,0.160000,0.020000,-0.020000,0,85.700,2.600,-1.500,0,2.80000,0.30000,-0.30000,0,1.050,0.130,-0.130,0,3.00000,1.10000,-1.10000,0,0,0,600.00,50.00,-50.00,0,15.630,0.070,0,V (Johnson),,,,5900.00,100.00,-100.00,0,1.14,0.08,-0.08,0,1.61,0.18,-0.18,0,2.80000,0.30000,-0.30000,0,11.770,1.460,-1.460,0,0.108,0.013,-0.013,0,2011,,
78,CoRoT-24 b,CoRoT-24,b,Transit,5.11340000,0.00060000,-0.00060000,0,0.000000,,,0,86.500,2.000,-2.000,0,0.01800,,,1,0.330,0.040,-0.040,0,0.90000,,,1,0,0,600.00,70.00,-70.00,0,,,,,,,,4950.00,150.00,-150.00,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,0.01800,,,1,3.700,0.400,-0.400,0,0.034,0.004,-0.004,0,2014,,
79,CoRoT-24 c,CoRoT-24,c,Transit,11.75900000,0.00630000,-0.00630000,0,0.000000,,,0,89.000,1.000,-1.600,0,0.08800,0.03500,-0.03500,0,0.440,0.040,-0.040,0,1.30000,0.50000,-0.40000,0,0,0,600.00,70.00,-70.00,0,,,,,,,,4950.00,150.00,-150.00,0,0.91,0.09,-0.09,0,0.86,0.09,-0.09,0,0.08800,0.03500,-0.03500,0,5.000,0.500,-0.500,0,0.045,0.004,-0.004,0,2014,,
80,CoRoT-25 b,CoRoT-25,b,Transit,4.86069000,0.00006000,-0.00006000,0,0.000000,,,0,84.500,0.800,-0.300,0,0.27000,0.04000,-0.04000,0,1.080,0.300,-0.100,0,0.15000,0.15000,-0.06000,0,0,0,1000.00,85.00,-25.00,0,,,,,,,,6040.00,90.00,-90.00,0,1.09,0.11,-0.05,0,1.19,0.14,-0.03,0,0.27000,0.04000,-0.04000,0,12.110,3.400,-1.120,0,0.111,0.031,-0.010,0,2013,,
81,CoRoT-26 b,CoRoT-26,b,Transit,4.20474000,0.00005000,-0.00005000,0,0.000000,,,0,86.800,2.200,-1.000,0,0.52000,0.05000,-0.05000,0,1.260,0.130,-0.070,0,0.28000,0.09000,-0.07000,0,0,0,1670.00,205.00,-110.00,0,,,,,,,,5590.00,100.00,-100.00,0,1.09,0.06,-0.06,0,1.79,0.18,-0.09,0,0.52000,0.05000,-0.05000,0,14.120,1.460,-0.780,0,0.130,0.013,-0.007,0,2013,,
82,CoRoT-27 b,CoRoT-27,b,Transit,3.57532000,0.00006000,-0.00006000,0,0.065000,,,1,86.700,1.200,-0.870,0,10.39000,0.55000,-0.55000,0,1.007,0.044,-0.044,0,12.60000,1.92000,-1.67000,0,0,0,,,,,15.540,,0,V (Johnson),,,,5900.00,120.00,-120.00,0,1.05,0.11,-0.11,0,1.08,0.18,-0.06,0,10.39000,0.55000,-0.55000,0,11.287,0.493,-0.493,0,0.103,0.004,-0.004,0,2014,,
83,CoRoT-28 b,CoRoT-28,b,Transit,5.20851000,0.00038000,-0.00038000,0,0.047000,0.055000,-0.038000,0,88.100,0.800,-0.800,0,0.48400,0.08700,-0.08700,0,0.955,0.066,-0.066,0,0.69000,0.27000,-0.27000,0,0,0,560.00,70.00,-70.00,0,,,,,,,,5150.00,100.00,-100.00,0,1.01,0.14,-0.14,0,1.78,0.11,-0.11,0,0.48400,0.08700,-0.08700,0,10.705,0.740,-0.740,0,0.098,0.007,-0.007,0,2015,,
84,CoRoT-29 b,CoRoT-29,b,Transit,2.85057000,0.00000600,-0.00000600,0,0.082000,0.081000,-0.081000,0,87.300,2.700,-2.700,0,0.85000,0.20000,-0.20000,0,0.900,0.160,-0.160,0,1.45000,0.74000,-0.74000,0,0,0,765.00,50.00,-50.00,0,,,,,,,,5260.00,100.00,-100.00,0,0.97,0.14,-0.14,0,0.90,0.12,-0.12,0,0.85000,0.20000,-0.20000,0,10.088,1.793,-1.793,0,0.092,0.016,-0.016,0,2015,,
85,CoRoT-3 b,CoRoT-3,b,Transit,4.25680000,0.00000500,-0.00000500,0,0.000000,,,0,85.900,0.800,-0.800,0,21.66000,1.00000,-1.00000,0,1.010,0.070,-0.070,0,26.40000,5.60000,-5.60000,0,0,0,680.00,160.00,-160.00,0,,,,,,,,6740.00,140.00,-140.00,0,1.37,0.09,-0.09,0,1.56,0.09,-0.09,0,21.66000,1.00000,-1.00000,0,11.320,0.780,-0.780,0,0.104,0.007,-0.007,0,2008,,
86,CoRoT-4 b,CoRoT-4,b,Transit,9.20205000,0.00037000,-0.00037000,0,0.000000,0.100000,-0.100000,0,90.000,0.000,-0.085,0,0.72000,0.08000,-0.08000,0,1.190,0.060,-0.050,0,0.52500,0.15000,-0.15000,0,0,0,,,,,,,,,,,,6190.00,60.00,-60.00,0,1.16,0.03,-0.02,0,1.17,0.01,-0.03,0,0.72000,0.08000,-0.08000,0,13.340,0.670,-0.560,0,0.122,0.006,-0.005,0,2008,,
87,CoRoT-5 b,CoRoT-5,b,Transit,4.03789620,0.00000190,-0.00000190,0,0.090000,0.090000,-0.040000,0,85.830,0.990,-1.380,0,0.46700,0.04700,-0.02400,0,1.388,0.046,-0.047,0,0.21700,0.03100,-0.02500,0,0,0,,,,,,,,,,,,6100.00,65.00,-65.00,0,1.00,0.02,-0.02,0,1.19,0.04,-0.04,0,0.46700,0.04700,-0.02400,0,15.558,0.516,-0.527,0,0.143,0.005,-0.005,0,2009,,
88,CoRoT-6 b,CoRoT-6,b,Transit,8.88659300,0.00000400,-0.00000400,0,0.100000,,,1,89.070,0.300,-0.300,0,2.96000,0.34000,-0.34000,0,1.166,0.035,-0.035,0,2.32000,0.31000,-0.31000,0,0,0,,,,,13.912,0.021,0,V (Johnson),,,,6090.00,70.00,-70.00,0,1.05,0.05,-0.05,0,1.02,0.03,-0.03,0,2.96000,0.34000,-0.34000,0,13.068,0.392,-0.392,0,0.120,0.004,-0.004,0,2009,,
89,CoRoT-7 b,CoRoT-7,b,Transit,0.85359000,0.00000000,0.00000000,0,0.000000,,,0,80.100,0.300,-0.300,0,0.01000,0.00000,0.00000,0,0.150,0.010,-0.010,0,,,,0,0,0,153.70,4.50,-4.50,0,11.668,0.008,0,V (Johnson),,,,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,0.01000,0.00000,0.00000,0,1.681,0.112,-0.112,0,0.015,0.001,-0.001,0,2009,,
90,CoRoT-7 c,CoRoT-7,c,Radial Velocity,3.69800000,0.00300000,-0.00300000,0,0.000000,,,0,80.000,,,0,0.02643,0.00283,-0.00283,0,,,,,,,,,0,0,153.70,4.50,-4.50,0,11.668,0.008,0,V (Johnson),,,,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,0.02643,0.00283,-0.00283,0,,,,,,,,,2009,,
91,CoRoT-8 b,CoRoT-8,b,Transit,6.21229000,0.00003000,-0.00003000,0,0.000000,,,0,88.400,0.100,-0.100,0,0.22000,0.03000,-0.03000,0,0.570,0.020,-0.020,0,1.60000,0.10000,-0.10000,0,0,0,380.00,30.00,-30.00,0,14.800,,0,V (Johnson),,,,5080.00,80.00,-80.00,0,0.88,0.04,-0.04,0,0.77,0.02,-0.02,0,0.22000,0.03000,-0.03000,0,6.390,0.220,-0.220,0,0.059,0.002,-0.002,0,2010,,
92,CoRoT-9 b,CoRoT-9,b,Transit,95.27265600,0.00006800,-0.00006800,0,0.133000,0.042000,-0.037000,0,89.900,0.066,-0.084,0,0.84000,0.05000,-0.05000,0,1.066,0.075,-0.063,0,0.86000,0.18000,-0.16000,0,0,1,460.00,,,0,13.690,,0,V (Johnson),,,,5625.00,80.00,-80.00,0,0.96,0.04,-0.04,0,0.96,0.06,-0.06,0,0.84000,0.05000,-0.05000,0,11.949,0.841,-0.706,0,0.110,0.008,-0.006,0,2009,,
