# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 13 15:30:11 2019
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like 'CAN%')
# CONSTRAINT:  order by koi_disposition asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
9032900,K00134.01,,CANDIDATE,CANDIDATE,0.0000,67.592375400,5.3350000e-04,-5.3350000e-04,151.7505600,5.350000e-03,-5.350000e-03,0.7280,0.0170,-0.4510,12.24900,0.33200,-0.33200,4.1581e+03,7.970e+01,-7.970e+01,12.10,2.250e+00,-2.760e+00,588.0,,,28.20,14.74,-12.70,60.90,2,q1_q17_dr25_tce,6038.00,120.00,-120.00,4.082,0.180,-0.120,1.7440,0.3250,-0.3980,295.586580,45.364979,13.675
3109930,K01112.01,,CANDIDATE,CANDIDATE,0.9310,37.810264900,2.1470000e-04,-2.1470000e-04,158.3579900,4.790000e-03,-4.790000e-03,0.0610,0.3370,-0.0610,8.73300,0.13200,-0.13200,5.7030e+02,1.820e+01,-1.820e+01,2.33,7.200e-01,-2.900e-01,566.0,,,24.27,22.61,-7.99,35.20,1,q1_q17_dr25_tce,6085.00,182.00,-200.00,4.451,0.081,-0.202,0.9730,0.3020,-0.1210,289.776700,38.262280,14.633
1161345,K00984.01,,CANDIDATE,CANDIDATE,0.7110,4.287466680,1.5240000e-05,-1.5240000e-05,262.0624500,2.110000e-03,-2.110000e-03,0.3740,0.0830,-0.3740,1.56930,0.07850,-0.07850,7.9010e+02,4.970e+01,-4.970e+01,2.29,2.200e-01,-1.000e-01,942.0,,,186.31,56.73,-28.39,19.40,1,q1_q17_dr25_tce,5296.00,105.00,-105.00,4.576,0.015,-0.085,0.8150,0.0800,-0.0340,291.048800,36.839882,11.631
2853446,K01118.01,,CANDIDATE,CANDIDATE,1.0000,7.372903440,2.7320000e-05,-2.7320000e-05,137.6099100,3.220000e-03,-3.220000e-03,0.9930,0.0390,-0.7140,2.17200,0.20800,-0.20800,2.0520e+02,1.220e+01,-1.220e+01,2.67,4.200e-01,-3.100e-01,1004.0,,,240.11,104.98,-69.08,19.10,1,q1_q17_dr25_tce,5973.00,107.00,-131.00,4.371,0.099,-0.121,1.0700,0.1680,-0.1260,291.650970,38.028179,13.835
3942446,K01193.01,,CANDIDATE,CANDIDATE,1.0000,119.062488200,1.4790000e-04,-1.4790000e-04,149.2222300,1.040000e-03,-1.040000e-03,0.9680,0.4230,-0.0450,3.11880,0.05890,-0.05890,5.3723e+03,9.410e+01,-9.410e+01,10.40,2.820e+00,-1.890e+00,366.0,,,4.26,3.51,-1.74,71.60,1,q1_q17_dr25_tce,5697.00,173.00,-173.00,4.392,0.171,-0.190,0.9200,0.2500,-0.1670,287.888120,39.078709,15.289
3554031,K01194.02,,CANDIDATE,CANDIDATE,0.0000,14.862307600,1.3040000e-04,-1.3040000e-04,354.5729700,6.850000e-03,-6.850000e-03,0.3240,0.1430,-0.3240,3.16100,0.21300,-0.21300,8.4000e+02,6.250e+01,-6.250e+01,1.57,1.200e-01,-5.000e-02,454.0,,,10.08,2.55,-1.26,14.40,3,q1_q17_dr25_tce,4362.00,87.00,-78.00,4.722,0.012,-0.051,0.5540,0.0420,-0.0170,293.804410,38.639130,15.842
4061149,K01201.01,,CANDIDATE,CANDIDATE,1.0000,2.757584622,6.9350000e-06,-6.9350000e-06,133.0501700,2.090000e-03,-2.090000e-03,0.0930,0.3520,-0.0930,0.92670,0.07930,-0.07930,5.6310e+02,3.700e+01,-3.700e+01,1.01,1.100e-01,-1.300e-01,615.0,,,33.79,10.93,-10.56,19.60,1,q1_q17_dr25_tce,3683.00,73.00,-88.00,4.840,0.050,-0.055,0.4240,0.0450,-0.0550,292.577030,39.120880,15.597
10743597,K00989.03,,CANDIDATE,CANDIDATE,,16.158111120,7.3930000e-05,-7.3930000e-05,143.0023300,3.630000e-03,-3.630000e-03,1.8572,0.0984,-0.5537,6.04900,0.18700,-0.18700,2.3198e+03,6.810e+01,-6.810e+01,86.13,3.608e+01,-6.600e+00,660.0,,,44.83,57.04,-10.68,52.80,1,q1_q17_dr24_tce,5619.00,173.00,-156.00,4.536,0.030,-0.291,0.8740,0.3660,-0.0670,296.382290,48.045311,15.488
3859628,K01191.01,,CANDIDATE,CANDIDATE,1.0000,8.172426440,2.6830000e-05,-2.6830000e-05,361.2015700,2.400000e-03,-2.400000e-03,0.9260,0.0170,-0.6480,3.90200,0.14100,-0.14100,8.6430e+02,2.600e+01,-2.600e+01,3.29,4.400e-01,-1.900e-01,858.0,,,127.95,45.45,-20.22,37.00,1,q1_q17_dr25_tce,5705.00,76.00,-76.00,4.499,0.045,-0.113,0.9050,0.1210,-0.0520,293.873630,38.922482,15.240
3644071,K01192.01,,CANDIDATE,CANDIDATE,,1295.362215000,8.4630000e-03,-8.4630000e-03,176.1064600,2.830000e-03,-2.830000e-03,1.3935,0.1826,-0.3363,28.29700,0.25900,-0.25900,8.7080e+03,8.290e+01,-8.290e+01,57.82,2.068e+01,-9.440e+00,169.0,,,0.19,0.21,-0.07,164.00,,,5609.00,159.00,-141.00,4.346,0.149,-0.233,1.0480,0.3750,-0.1710,291.032170,38.703911,14.215
1431122,K00994.01,,CANDIDATE,CANDIDATE,0.9900,4.298920100,2.0100000e-05,-2.0100000e-05,132.8618700,3.960000e-03,-3.960000e-03,0.9720,0.0320,-0.7570,2.74700,0.13100,-0.13100,2.3760e+02,1.370e+01,-1.370e+01,2.12,2.700e-01,-2.700e-01,1046.0,,,283.62,100.01,-78.24,20.00,1,q1_q17_dr25_tce,5300.00,87.00,-71.00,4.385,0.132,-0.088,0.9860,0.1240,-0.1240,291.142490,37.061321,14.613
8260218,K01066.01,,CANDIDATE,CANDIDATE,1.0000,5.714817603,1.2490000e-06,-1.2490000e-06,355.0083100,1.540000e-04,-1.540000e-04,0.0960,0.1210,-0.0660,3.14126,0.00573,-0.00573,1.2295e+04,2.640e+01,-2.640e+01,9.29,2.470e+00,-9.900e-01,943.0,,,187.27,154.76,-56.76,537.70,1,q1_q17_dr25_tce,5695.00,189.00,-189.00,4.526,0.058,-0.173,0.8420,0.2240,-0.0900,299.786320,44.169540,15.623
6359320,K01127.03,,CANDIDATE,CANDIDATE,1.0000,2.836689310,2.8190000e-05,-2.8190000e-05,353.8153100,6.360000e-03,-6.360000e-03,0.3300,0.1300,-0.3300,3.03100,0.23000,-0.23000,1.6610e+02,1.570e+01,-1.570e+01,1.19,3.900e-01,-1.200e-01,1242.0,,,562.48,558.76,-169.45,12.10,3,q1_q17_dr25_tce,5831.00,184.00,-205.00,4.517,0.038,-0.212,0.9210,0.3010,-0.0940,290.215180,41.775970,15.808
3447722,K01198.04,,CANDIDATE,CANDIDATE,,1.008616770,,,132.1094790,,,,,,0.91000,,,,,,,,,,,,,,,,,,,,,,,,,,,292.479710,38.514919,15.319
12105051,K00141.01,,CANDIDATE,CANDIDATE,1.0000,2.624234833,3.8900000e-07,-3.8900000e-07,132.3049880,1.220000e-04,-1.220000e-04,0.7810,0.0570,-0.3900,1.38740,0.03160,-0.03160,2.6070e+03,8.900e+00,-8.900e+00,5.11,6.000e-01,-2.300e-01,1164.0,,,434.31,151.68,-68.35,361.10,1,q1_q17_dr25_tce,5340.00,106.00,-106.00,4.514,0.033,-0.104,0.8990,0.1050,-0.0400,288.038300,50.651611,13.687
8240904,K01070.03,,CANDIDATE,CANDIDATE,,92.777790000,1.6530000e-02,-1.6530000e-02,367.6112000,3.950000e-02,-3.950000e-02,0.0174,0.4509,-0.0174,6.64000,1.20000,-1.20000,3.5900e+02,6.770e+01,-6.770e+01,1.92,8.400e-01,-2.000e-01,410.0,,,6.70,8.99,-2.07,5.20,,,5888.00,176.00,-215.00,4.444,0.059,-0.298,1.0190,0.4510,-0.1060,294.484380,44.166908,15.590
3756801,K01206.01,,CANDIDATE,CANDIDATE,,422.917678000,9.3270000e-03,-9.3270000e-03,448.4964800,6.250000e-03,-6.250000e-03,0.7887,0.0436,-0.4170,31.27400,0.70900,-0.70900,1.3677e+03,2.460e+01,-2.460e+01,5.89,2.640e+00,-1.620e+00,292.0,,,1.73,2.32,-0.92,61.70,,,5796.00,162.00,-165.00,4.120,0.256,-0.224,1.4440,0.6480,-0.3970,293.954590,38.899971,13.642
8313667,K01145.01,,CANDIDATE,CANDIDATE,0.9960,30.587215300,1.3130000e-04,-1.3130000e-04,162.8842000,2.810000e-03,-2.810000e-03,0.0130,0.4240,-0.0130,5.36980,0.09060,-0.09060,4.6480e+02,1.610e+01,-1.610e+01,2.32,3.900e-01,-2.400e-01,621.0,,,35.08,16.21,-9.22,33.10,1,q1_q17_dr25_tce,5944.00,106.00,-130.00,4.380,0.080,-0.120,1.0820,0.1810,-0.1110,296.548610,44.264671,14.143
9605514,K00945.01,,CANDIDATE,CANDIDATE,1.0000,25.847495800,1.7020000e-04,-1.7020000e-04,188.8740000,4.620000e-03,-4.620000e-03,0.0540,0.4210,-0.0540,5.98500,0.14800,-0.14800,5.3740e+02,2.140e+01,-2.140e+01,2.40,7.500e-01,-2.500e-01,672.0,,,48.23,43.85,-14.74,27.30,2,q1_q17_dr25_tce,6297.00,169.00,-225.00,4.448,0.052,-0.208,1.0310,0.3200,-0.1070,297.951600,46.264721,15.083
9605514,K00945.02,,CANDIDATE,CANDIDATE,0.9990,40.715561000,2.0960000e-04,-2.0960000e-04,146.3648500,4.080000e-03,-4.080000e-03,0.0080,0.4070,-0.0080,6.89400,0.13100,-0.13100,6.8090e+02,2.520e+01,-2.520e+01,2.70,8.400e-01,-2.800e-01,578.0,,,26.34,23.94,-8.05,28.90,1,q1_q17_dr25_tce,6297.00,169.00,-225.00,4.448,0.052,-0.208,1.0310,0.3200,-0.1070,297.951600,46.264721,15.083
10149023,K01081.01,,CANDIDATE,CANDIDATE,0.0000,9.956397750,4.8420000e-05,-4.8420000e-05,134.2918600,4.150000e-03,-4.150000e-03,1.2220,31.6500,-0.0570,5.61500,0.22600,-0.22600,5.1050e+02,1.870e+01,-1.870e+01,28.15,8.190e+00,-3.260e+00,905.0,,,158.42,136.18,-52.49,32.90,1,q1_q17_dr25_tce,6161.00,172.00,-236.00,4.454,0.048,-0.192,1.0530,0.3060,-0.1220,294.768550,47.132790,15.220
10141900,K01082.01,,CANDIDATE,CANDIDATE,1.0000,6.503270350,3.1340000e-05,-3.1340000e-05,135.2665700,3.570000e-03,-3.570000e-03,0.0800,0.3750,-0.0800,2.59100,0.13100,-0.13100,4.1830e+02,2.410e+01,-2.410e+01,1.67,8.000e-02,-1.200e-01,804.0,,,98.81,16.62,-18.82,19.00,1,q1_q17_dr25_tce,4999.00,79.00,-79.00,4.490,0.075,-0.030,0.8430,0.0400,-0.0600,292.144470,47.157349,15.692
10141900,K01082.02,,CANDIDATE,CANDIDATE,0.6950,4.096676240,1.9560000e-05,-1.9560000e-05,133.0983300,3.760000e-03,-3.760000e-03,0.1420,0.3200,-0.1420,2.19000,0.12200,-0.12200,3.0230e+02,2.040e+01,-2.040e+01,1.42,7.000e-02,-1.000e-01,938.0,,,182.90,30.76,-34.85,16.20,3,q1_q17_dr25_tce,4999.00,79.00,-79.00,4.490,0.075,-0.030,0.8430,0.0400,-0.0600,292.144470,47.157349,15.692
9772531,K00950.01,,CANDIDATE,CANDIDATE,0.9930,31.201692472,3.7010000e-06,-3.7010000e-06,183.4076137,9.570000e-05,-9.570000e-05,0.0010,0.3580,-0.1120,2.15663,0.00988,-0.00988,3.4514e+04,7.470e+01,-7.470e+01,8.31,5.200e-01,-6.300e-01,286.0,,,1.59,0.31,-0.32,607.40,1,q1_q17_dr25_tce,3748.00,56.00,-61.00,4.796,0.042,-0.028,0.4490,0.0280,-0.0340,292.657040,46.537338,15.798
10118816,K01085.01,,CANDIDATE,CANDIDATE,0.9930,7.717906750,4.4870000e-05,-4.4870000e-05,139.1572500,4.670000e-03,-4.670000e-03,0.1120,0.3470,-0.1120,1.84000,0.14800,-0.14800,3.0680e+02,2.920e+01,-2.920e+01,0.90,6.000e-02,-7.000e-02,502.0,,,15.01,3.53,-3.20,12.60,1,q1_q17_dr25_tce,3975.00,71.00,-87.00,4.753,0.031,-0.038,0.5090,0.0370,-0.0370,281.050110,47.188148,15.233
10295951,K01154.01,,CANDIDATE,CANDIDATE,0.8710,6.810823723,1.0140000e-06,-1.0140000e-06,136.0466700,1.150000e-04,-1.150000e-04,0.5700,0.0110,-0.0100,7.98574,0.00861,-0.00861,1.4447e+04,1.200e+01,-1.200e+01,26.06,6.360e+00,-9.530e+00,1626.0,,,1656.16,1245.30,-1094.83,1441.90,1,q1_q17_dr25_tce,7226.00,228.00,-304.00,3.967,0.315,-0.135,2.0790,0.5070,-0.7600,299.102810,47.377781,12.628
3247268,K01089.02,,CANDIDATE,CANDIDATE,1.0000,12.218280970,1.1280000e-05,-1.1280000e-05,140.3210950,7.450000e-04,-7.450000e-04,0.7780,0.0270,-0.5560,2.69690,0.06690,-0.06690,1.8434e+03,2.320e+01,-2.320e+01,5.10,7.600e-01,-6.200e-01,835.0,,,114.59,48.15,-33.11,90.10,2,q1_q17_dr25_tce,5822.00,105.00,-116.00,4.351,0.115,-0.115,1.0810,0.1620,-0.1320,294.433500,38.355450,14.696
10354039,K01159.01,,CANDIDATE,CANDIDATE,0.8940,64.617518000,1.9380000e-04,-1.9380000e-04,166.1442500,2.360000e-03,-2.360000e-03,0.9000,0.0180,-0.0640,5.79600,0.23500,-0.23500,2.4866e+03,5.020e+01,-5.020e+01,5.40,5.500e-01,-6.100e-01,383.0,,,5.09,1.94,-1.53,61.90,1,q1_q17_dr25_tce,5043.00,164.00,-149.00,4.470,0.104,-0.095,0.8810,0.0900,-0.0990,297.014830,47.486431,15.332
2164169,K01029.01,,CANDIDATE,CANDIDATE,1.0000,32.312286700,1.7360000e-04,-1.7360000e-04,133.8670000,4.700000e-03,-4.700000e-03,0.9340,0.0050,-0.6460,6.56900,0.20800,-0.20800,6.7780e+02,2.260e+01,-2.260e+01,4.84,7.900e-01,-1.060e+00,699.0,,,56.49,24.19,-23.80,33.60,1,q1_q17_dr25_tce,5821.00,79.00,-79.00,4.108,0.182,-0.098,1.4940,0.2440,-0.3260,292.290990,37.580799,14.757
2574338,K01030.01,,CANDIDATE,CANDIDATE,0.9970,9.229613840,4.2780000e-05,-4.2780000e-05,138.4396100,4.220000e-03,-4.220000e-03,0.0670,0.3930,-0.0670,2.23500,0.11700,-0.11700,4.9210e+02,2.970e+01,-2.970e+01,2.79,4.700e-01,-1.900e-01,1021.0,,,257.11,111.43,-45.91,19.30,1,q1_q17_dr25_tce,6320.00,75.00,-88.00,4.347,0.032,-0.120,1.2520,0.2120,-0.0850,291.138490,37.859299,15.399
3329204,K01095.01,,CANDIDATE,CANDIDATE,0.9970,51.598095540,4.6310000e-05,-4.6310000e-05,203.9799140,7.210000e-04,-7.210000e-04,0.2510,0.1500,-0.2510,2.01530,0.03630,-0.03630,5.8692e+03,8.710e+01,-8.710e+01,6.57,1.900e+00,-5.900e-01,449.0,,,9.61,8.34,-2.57,79.70,1,q1_q17_dr25_tce,5681.00,169.00,-169.00,4.551,0.034,-0.195,0.8590,0.2480,-0.0780,287.616880,38.402321,15.617
3230491,K01096.01,,CANDIDATE,CANDIDATE,,1500.000000000,0.0000000e+00,0.0000000e+00,315.3308300,1.420000e-03,-1.420000e-03,0.9243,0.3976,-0.0482,7.10900,0.14400,-0.14400,9.5920e+03,2.070e+02,-2.070e+02,9.80,3.480e+00,-7.100e-01,139.0,,,0.09,0.09,-0.02,62.50,,,5606.00,158.00,-150.00,4.597,0.030,-0.213,0.7600,0.2700,-0.0550,290.183040,38.321941,14.709
1026957,K00958.01,,CANDIDATE,CANDIDATE,1.0000,21.761298120,1.7270000e-05,-1.7270000e-05,166.5404380,6.410000e-04,-6.410000e-04,0.1230,0.2880,-0.1230,1.24300,0.02600,-0.02600,1.3007e+03,2.680e+01,-2.680e+01,2.53,1.600e-01,-1.000e-01,486.0,,,13.18,3.00,-1.98,60.00,1,q1_q17_dr25_tce,4859.00,97.00,-97.00,4.612,0.015,-0.045,0.7200,0.0470,-0.0290,291.254490,36.743610,12.559
2162635,K01032.01,,CANDIDATE,CANDIDATE,,1500.140677200,0.0000000e+00,0.0000000e+00,176.0822600,4.040000e-03,-4.040000e-03,0.9131,0.0068,-0.0081,25.72700,0.49700,-0.49700,4.1299e+03,7.660e+01,-7.660e+01,18.35,5.020e+00,-2.420e+00,206.0,,,0.42,0.31,-0.12,83.30,,,5009.00,81.00,-92.00,3.755,0.091,-0.163,2.2830,0.6250,-0.3010,291.977540,37.532551,13.862
10337517,K01165.01,,CANDIDATE,CANDIDATE,1.0000,7.053934488,7.6930000e-06,-7.6930000e-06,136.3572530,8.740000e-04,-8.740000e-04,0.8990,0.0030,-0.6230,1.72440,0.03150,-0.03150,5.1150e+02,1.060e+01,-1.060e+01,2.36,2.000e-01,-1.700e-01,840.0,,,117.33,32.05,-24.79,56.30,1,q1_q17_dr25_tce,5357.00,107.00,-107.00,4.498,0.058,-0.065,0.8630,0.0730,-0.0650,291.062930,47.484798,13.916
10351231,K01166.01,,CANDIDATE,CANDIDATE,0.9940,7.674661400,2.3780000e-05,-2.3780000e-05,133.2243100,2.650000e-03,-2.650000e-03,0.9390,0.0070,-0.6510,1.93740,0.06980,-0.06980,5.0300e+02,2.830e+01,-2.830e+01,2.80,8.900e-01,-2.900e-01,957.0,,,198.67,191.59,-62.80,20.80,1,q1_q17_dr25_tce,6063.00,190.00,-232.00,4.470,0.054,-0.216,1.0010,0.3180,-0.1060,296.131410,47.438820,15.440
7102227,K01360.03,,CANDIDATE,CANDIDATE,0.9210,0.764017553,3.7670000e-06,-3.7670000e-06,132.2214000,4.480000e-03,-4.480000e-03,0.4420,0.5000,-0.2370,1.10300,0.14300,-0.14300,1.2820e+02,1.300e+01,-1.300e+01,0.86,1.200e-01,-7.000e-02,1589.0,,,1503.79,649.53,-390.73,13.20,3,q1_q17_dr25_tce,5142.00,153.00,-153.00,4.602,0.033,-0.083,0.7550,0.0970,-0.0650,286.410000,42.681549,15.596
6837146,K01362.01,,CANDIDATE,CANDIDATE,1.0000,20.513601920,8.3450000e-05,-8.3450000e-05,357.4942400,3.100000e-03,-3.100000e-03,0.7030,0.0170,-0.5200,3.47690,0.09470,-0.09470,1.1741e+03,4.110e+01,-4.110e+01,2.58,3.600e-01,-2.300e-01,540.0,,,20.15,9.98,-5.61,32.30,1,q1_q17_dr25_tce,5310.00,185.00,-185.00,4.608,0.045,-0.078,0.7040,0.1000,-0.0620,281.605410,42.390419,15.406
11122894,K01426.03,,CANDIDATE,CANDIDATE,0.9990,150.018951100,1.7440000e-04,-1.7440000e-04,224.6857140,9.160000e-04,-9.160000e-04,1.2520,67.0300,-0.1690,4.38230,0.04860,-0.04860,4.3197e+03,4.680e+01,-4.680e+01,32.60,3.600e+00,-2.940e+00,325.0,,,2.62,0.88,-0.62,106.20,2,q1_q17_dr25_tce,5618.00,112.00,-112.00,4.460,0.081,-0.090,0.8970,0.0990,-0.0810,283.209170,48.777641,14.232
11030711,K01429.01,,CANDIDATE,CANDIDATE,0.9970,205.912735000,1.1690000e-03,-1.1690000e-03,252.7412900,3.240000e-03,-3.240000e-03,0.1960,0.2280,-0.1960,9.99200,0.15300,-0.15300,2.3788e+03,5.390e+01,-5.390e+01,4.68,6.800e-01,-3.200e-01,298.0,,,1.85,0.72,-0.34,49.40,1,q1_q17_dr25_tce,5644.00,76.00,-84.00,4.457,0.051,-0.110,0.9690,0.1420,-0.0660,292.351500,48.511082,15.531
6607286,K01239.01,,CANDIDATE,CANDIDATE,1.0000,0.783276173,1.2690000e-06,-1.2690000e-06,355.9486500,1.120000e-03,-1.120000e-03,0.0410,0.4000,-0.0400,1.67350,0.03570,-0.03570,2.6470e+02,6.700e+00,-6.700e+00,1.98,3.100e-01,-3.400e-01,2149.0,,,5056.88,2049.01,-1766.17,46.90,1,q1_q17_dr25_tce,5640.00,76.00,-76.00,4.247,0.162,-0.108,1.2330,0.1900,-0.2110,292.178590,42.005909,15.005
6607286,K01239.02,,CANDIDATE,CANDIDATE,0.5450,3.174058980,1.0980000e-05,-1.0980000e-05,357.0577600,2.290000e-03,-2.290000e-03,0.4220,0.0420,-0.4220,2.31560,0.07030,-0.07030,2.8220e+02,1.080e+01,-1.080e+01,2.09,3.200e-01,-3.600e-01,1348.0,,,780.46,316.24,-272.58,29.20,2,q1_q17_dr25_tce,5640.00,76.00,-76.00,4.247,0.162,-0.108,1.2330,0.1900,-0.2110,292.178590,42.005909,15.005
11075279,K01431.01,,CANDIDATE,CANDIDATE,0.9980,345.158935400,4.2600000e-04,-4.2600000e-04,318.3077190,7.850000e-04,-7.850000e-04,0.8700,0.0040,-0.0070,7.56460,0.06440,-0.06440,5.0879e+03,3.210e+01,-3.210e+01,7.79,1.130e+00,-3.600e-01,241.0,,,0.80,0.34,-0.13,197.90,1,q1_q17_dr25_tce,5597.00,112.00,-112.00,4.515,0.021,-0.119,0.9310,0.1360,-0.0420,287.022280,48.681938,13.460
6607447,K01242.01,,CANDIDATE,CANDIDATE,1.0000,99.644278300,1.0730000e-04,-1.0730000e-04,283.2362890,7.610000e-04,-7.610000e-04,0.9660,0.0290,-0.0180,5.17720,0.06430,-0.06430,3.2156e+03,2.960e+01,-2.960e+01,8.48,1.270e+00,-5.500e-01,415.0,,,6.98,2.77,-1.23,163.20,1,q1_q17_dr25_tce,6102.00,82.00,-91.00,4.447,0.040,-0.120,1.0160,0.1530,-0.0660,292.228390,42.035370,13.750
6441738,K01246.01,,CANDIDATE,CANDIDATE,1.0000,19.037234420,7.3750000e-05,-7.3750000e-05,148.5505700,3.250000e-03,-3.250000e-03,0.0330,0.4000,-0.0330,3.38820,0.09240,-0.09240,4.0130e+02,1.850e+01,-1.850e+01,5.74,1.290e+00,-9.300e-01,1051.0,,,288.04,166.34,-97.18,25.30,1,q1_q17_dr25_tce,5248.00,68.00,-73.00,3.523,0.117,-0.143,2.8920,0.6480,-0.4710,291.427550,41.878159,14.898
8616873,K01251.01,,CANDIDATE,CANDIDATE,0.0000,0.576078683,7.2000000e-08,-7.2000000e-08,134.1072650,1.060000e-04,-1.060000e-04,1.1130,0.4330,-0.0960,1.63253,0.00669,-0.00669,1.0085e+04,3.020e+01,-3.020e+01,23.23,5.860e+00,-1.970e+00,1982.0,,,3647.63,2710.14,-937.93,426.00,1,q1_q17_dr25_tce,5693.00,152.00,-169.00,4.570,0.042,-0.168,0.8160,0.2060,-0.0690,288.700870,44.707680,15.237
10713616,K01311.01,,CANDIDATE,CANDIDATE,0.9390,83.578197600,2.7800000e-04,-2.7800000e-04,202.4586500,2.530000e-03,-2.530000e-03,0.5440,0.0010,-0.4840,7.24870,0.09800,-0.09800,6.3080e+02,1.330e+01,-1.330e+01,6.63,8.800e-01,-2.060e+00,655.0,,,43.62,15.44,-23.84,54.90,1,q1_q17_dr25_tce,6056.00,81.00,-72.00,3.788,0.264,-0.066,2.5620,0.3410,-0.7950,283.532960,48.094261,13.498
8494263,K01255.01,,CANDIDATE,CANDIDATE,0.4360,78.925742100,1.9250000e-04,-1.9250000e-04,429.3745400,1.610000e-03,-1.610000e-03,0.3590,0.0440,-0.2900,7.51930,0.09910,-0.09910,1.7972e+04,2.020e+02,-2.020e+02,11.90,3.100e+00,-1.040e+00,398.0,,,5.94,4.61,-1.65,85.20,1,q1_q17_dr25_tce,5750.00,161.00,-202.00,4.538,0.042,-0.179,0.8820,0.2300,-0.0770,291.445220,44.528690,15.913
10928043,K01315.01,,CANDIDATE,CANDIDATE,1.0000,6.846398840,1.9240000e-05,-1.9240000e-05,133.7618100,2.370000e-03,-2.370000e-03,0.9000,0.0110,-0.6270,3.49190,0.05930,-0.05930,1.4970e+02,4.600e+00,-4.600e+00,1.90,3.500e-01,-2.800e-01,1132.0,,,387.84,198.25,-130.26,36.30,1,q1_q17_dr25_tce,6065.00,121.00,-133.00,4.251,0.125,-0.125,1.3100,0.2380,-0.1940,295.293850,48.374802,13.137
